longitude,latitude,code_postal,province,erreurs
,,"","48","Latitude manquante; Longitude manquante"
,43.870279,"","35","Longitude manquante"
122.348343,-49.049718,"","59","Latitude hors Canada; Longitude hors Canada"
,45.603639,"","24","Longitude manquante"
-97.086916,0.0,"","46","Latitude hors Canada"
79.557496,,"","35","Latitude manquante; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
,0.0,"","24","Latitude hors Canada; Longitude manquante"
-0.0,-49.72075,"","48","Latitude hors Canada; Longitude hors Canada"
,-42.911406,"","35","Latitude hors Canada; Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
-71.158193,0.0,"","24","Latitude hors Canada"
122.159029,52.147208,"","59","Longitude hors Canada"
-123.116444,,"","59","Latitude manquante"
-122.849007,,"","59","Latitude manquante"
-79.448384,-43.641616,"","35","Latitude hors Canada"
-68.206339,-48.59423,"","24","Latitude hors Canada"
-79.529386,-43.658553,"","35","Latitude hors Canada"
-0.0,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
,43.923297,"","35","Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,45.353045,"","24","Longitude manquante"
104.62957,0.0,"","47","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-113.876176,-52.247651,"","48","Latitude hors Canada"
-123.129615,0.0,"","59","Latitude hors Canada"
-112.825126,0.0,"","48","Latitude hors Canada"
-80.039187,,"","35","Latitude manquante"
-63.494496,,"","12","Latitude manquante"
,-49.26752,"","59","Latitude hors Canada; Longitude manquante"
-0.0,-45.053729,"","35","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-122.880341,0.0,"","59","Latitude hors Canada"
,53.515061,"","48","Longitude manquante"
,,"","48","Latitude manquante; Longitude manquante"
73.282582,-45.886271,"","24","Latitude hors Canada; Longitude hors Canada"
-97.091335,-49.917073,"","46","Latitude hors Canada"
,46.309644,"","24","Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-113.590278,0.0,"","48","Latitude hors Canada"
,-49.083122,"","24","Latitude hors Canada; Longitude manquante"
,44.678991,"","12","Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
-106.660838,,"","47","Latitude manquante"
119.4881,-49.86777,"","59","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
,51.045914,"","48","Longitude manquante"
,0.0,"","35","Latitude hors Canada; Longitude manquante"
-0.0,-49.263813,"","59","Latitude hors Canada; Longitude hors Canada"
-74.751119,,"","35","Latitude manquante"
-120.37702,,"","59","Latitude manquante"
114.008536,-50.988763,"","48","Latitude hors Canada; Longitude hors Canada"
73.503424,,"","24","Latitude manquante; Longitude hors Canada"
79.111154,-43.09879,"","35","Latitude hors Canada; Longitude hors Canada"
-65.930181,,"","13","Latitude manquante"
123.204651,-49.260948,"","59","Latitude hors Canada; Longitude hors Canada"
,45.7139,"","24","Longitude manquante"
,43.743115,"","35","Longitude manquante"
73.735295,45.440171,"","24","Longitude hors Canada"
,53.627835,"","48","Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
,0.0,"","59","Latitude hors Canada; Longitude manquante"
,0.0,"","24","Latitude hors Canada; Longitude manquante"
-0.0,43.926137,"","35","Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
,-45.6272,"","24","Latitude hors Canada; Longitude manquante"
-0.0,-49.154229,"","59","Latitude hors Canada; Longitude hors Canada"
,0.0,"","35","Latitude hors Canada; Longitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
-79.459248,0.0,"","35","Latitude hors Canada"
66.802429,,"","13","Latitude manquante; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-0.0,43.799483,"","35","Longitude hors Canada"
79.65269,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
,46.851535,"","24","Longitude manquante"
,-45.291547,"","35","Latitude hors Canada; Longitude manquante"
-73.922646,,"","24","Latitude manquante"
-0.0,-46.326004,"","13","Latitude hors Canada; Longitude hors Canada"
71.936596,,"","24","Latitude manquante; Longitude hors Canada"
,,"","59","Latitude manquante; Longitude manquante"
-0.0,-51.020632,"","48","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-114.106496,,"","48","Latitude manquante"
,,"","48","Latitude manquante; Longitude manquante"
,49.788679,"","35","Longitude manquante"
122.950303,-49.325829,"","59","Latitude hors Canada; Longitude hors Canada"
106.710472,0.0,"","47","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","48","Latitude hors Canada; Longitude hors Canada"
78.678956,43.90101,"","35","Longitude hors Canada"
,43.790886,"","35","Longitude manquante"
-96.991151,,"","46","Latitude manquante"
-82.979868,,"","35","Latitude manquante"
120.344989,50.759697,"","59","Longitude hors Canada"
-68.996071,0.0,"","24","Latitude hors Canada"
,0.0,"","48","Latitude hors Canada; Longitude manquante"
114.04102,51.036643,"","48","Longitude hors Canada"
79.714677,-43.775057,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","46","Latitude hors Canada; Longitude hors Canada"
63.564782,,"","12","Latitude manquante; Longitude hors Canada"
,46.046722,"","13","Longitude manquante"
-79.361118,-43.745708,"","35","Latitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-75.71881,0.0,"","24","Latitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
-0.0,49.134774,"","59","Longitude hors Canada"
-0.0,-51.111757,"","48","Latitude hors Canada; Longitude hors Canada"
-0.0,,"","48","Latitude manquante; Longitude hors Canada"
-79.961863,0.0,"","35","Latitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-73.62729,-45.731913,"","24","Latitude hors Canada"
-63.662544,,"","12","Latitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
-79.585021,-44.099069,"","35","Latitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
71.686182,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
,45.034069,"","35","Longitude manquante"
-0.0,-42.301276,"","35","Latitude hors Canada; Longitude hors Canada"
-60.219251,,"","12","Latitude manquante"
,0.0,"","48","Latitude hors Canada; Longitude manquante"
-63.789563,,"","11","Latitude manquante"
74.017102,-45.764128,"","24","Latitude hors Canada; Longitude hors Canada"
-73.795893,0.0,"","24","Latitude hors Canada"
-113.923781,,"","48","Latitude manquante"
70.668958,-46.085099,"","24","Latitude hors Canada; Longitude hors Canada"
,45.69843,"","24","Longitude manquante"
-79.583574,0.0,"","35","Latitude hors Canada"
-0.0,-45.765696,"","24","Latitude hors Canada; Longitude hors Canada"
,45.546468,"","24","Longitude manquante"
,-45.745018,"","24","Latitude hors Canada; Longitude manquante"
104.611758,,"","47","Latitude manquante; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
-0.0,0.0,"","48","Latitude hors Canada; Longitude hors Canada"
-0.0,-49.866592,"","59","Latitude hors Canada; Longitude hors Canada"
-0.0,,"","24","Latitude manquante; Longitude hors Canada"
-114.099435,,"","48","Latitude manquante"
-73.641272,0.0,"","24","Latitude hors Canada"
-122.949668,-49.280828,"","59","Latitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
-0.0,,"","47","Latitude manquante; Longitude hors Canada"
-80.941596,-43.731989,"","35","Latitude hors Canada"
-77.379692,0.0,"","35","Latitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
73.547984,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
,0.0,"","48","Latitude hors Canada; Longitude manquante"
,45.498178,"","24","Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
80.736176,43.146546,"","35","Longitude hors Canada"
-79.259723,0.0,"","35","Latitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
111.420398,0.0,"","48","Latitude hors Canada; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
-79.110503,,"","35","Latitude manquante"
-0.0,-45.532763,"","24","Latitude hors Canada; Longitude hors Canada"
71.246953,,"","24","Latitude manquante; Longitude hors Canada"
-0.0,,"","35","Latitude manquante; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
-0.0,-44.282482,"","35","Latitude hors Canada; Longitude hors Canada"
,46.364012,"","24","Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
75.849244,45.211841,"","35","Longitude hors Canada"
71.449275,-46.871625,"","24","Latitude hors Canada; Longitude hors Canada"
-66.495425,,"","13","Latitude manquante"
-0.0,49.814068,"","59","Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
70.882748,-48.322305,"","24","Latitude hors Canada; Longitude hors Canada"
-0.0,-45.991027,"","13","Latitude hors Canada; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
111.344269,56.675565,"","48","Longitude hors Canada"
72.752081,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
123.977474,49.229672,"","59","Longitude hors Canada"
,,"","59","Latitude manquante; Longitude manquante"
-0.0,0.0,"","12","Latitude hors Canada; Longitude hors Canada"
114.043533,-50.904866,"","48","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
,45.603367,"","24","Longitude manquante"
-0.0,45.506396,"","24","Longitude hors Canada"
-0.0,-44.033423,"","35","Latitude hors Canada; Longitude hors Canada"
,47.900623,"","13","Longitude manquante"
-0.0,-45.430322,"","35","Latitude hors Canada; Longitude hors Canada"
-76.145387,-45.14455,"","35","Latitude hors Canada"
75.706599,-45.36331,"","35","Latitude hors Canada; Longitude hors Canada"
,,"","48","Latitude manquante; Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
71.995437,45.556094,"","24","Longitude hors Canada"
80.518756,-43.430842,"","35","Latitude hors Canada; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
73.608848,45.742805,"","24","Longitude hors Canada"
-0.0,,"","35","Latitude manquante; Longitude hors Canada"
-55.632554,,"","10","Latitude manquante"
-0.0,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
,42.860004,"","35","Longitude manquante"
-0.0,0.0,"","13","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","46","Latitude hors Canada; Longitude hors Canada"
84.345382,,"","35","Latitude manquante; Longitude hors Canada"
-0.0,-49.263309,"","59","Latitude hors Canada; Longitude hors Canada"
-114.043846,,"","48","Latitude manquante"
,,"","13","Latitude manquante; Longitude manquante"
-123.372163,-48.511194,"","59","Latitude hors Canada"
79.438289,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-122.853649,0.0,"","59","Latitude hors Canada"
-71.233356,0.0,"","24","Latitude hors Canada"
67.390357,-47.503761,"","13","Latitude hors Canada; Longitude hors Canada"
,,"","48","Latitude manquante; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-0.0,0.0,"","47","Latitude hors Canada; Longitude hors Canada"
,42.942453,"","35","Longitude manquante"
-0.0,,"","24","Latitude manquante; Longitude hors Canada"
,53.617666,"","48","Longitude manquante"
-0.0,,"","46","Latitude manquante; Longitude hors Canada"
-73.844821,-45.562454,"","24","Latitude hors Canada"
,45.467161,"","24","Longitude manquante"
-0.0,48.450954,"","59","Longitude hors Canada"
73.464673,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
-80.021693,0.0,"","35","Latitude hors Canada"
-66.735349,0.0,"","13","Latitude hors Canada"
,43.798306,"","35","Longitude manquante"
,0.0,"","35","Latitude hors Canada; Longitude manquante"
79.783675,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,53.596316,"","48","Longitude hors Canada"
-123.39967,0.0,"","59","Latitude hors Canada"
-0.0,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
-112.814502,,"","48","Latitude manquante"
79.709394,-43.215027,"","35","Latitude hors Canada; Longitude hors Canada"
-114.05284,-51.034321,"","48","Latitude hors Canada"
-123.402128,0.0,"","59","Latitude hors Canada"
-0.0,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
-0.0,,"","24","Latitude manquante; Longitude hors Canada"
-123.331452,,"","59","Latitude manquante"
,45.853929,"","12","Longitude manquante"
-123.383333,0.0,"","59","Latitude hors Canada"
,53.444915,"","48","Longitude manquante"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-63.723225,,"","12","Latitude manquante"
-97.101918,-49.83361,"","46","Latitude hors Canada"
-79.033476,,"","24","Latitude manquante"
96.885134,50.140851,"","46","Longitude hors Canada"
-0.0,-45.315173,"","13","Latitude hors Canada; Longitude hors Canada"
,,"","48","Latitude manquante; Longitude manquante"
114.131674,,"","48","Latitude manquante; Longitude hors Canada"
114.029419,0.0,"","48","Latitude hors Canada; Longitude hors Canada"
,0.0,"","24","Latitude hors Canada; Longitude manquante"
,,"","46","Latitude manquante; Longitude manquante"
-0.0,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
,51.119026,"","48","Longitude manquante"
-0.0,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
71.341093,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
115.766943,49.497891,"","59","Longitude hors Canada"
73.613869,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
,46.073014,"","13","Longitude manquante"
,43.108281,"","35","Longitude manquante"
-0.0,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
66.701226,0.0,"","13","Latitude hors Canada; Longitude hors Canada"
,52.110085,"","47","Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
-0.0,-45.688057,"","12","Latitude hors Canada; Longitude hors Canada"
,,"","13","Latitude manquante; Longitude manquante"
-0.0,0.0,"","46","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
,,"","46","Latitude manquante; Longitude manquante"
-118.791557,,"","48","Latitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-79.697642,,"","35","Latitude manquante"
-66.623155,,"","13","Latitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-73.643617,-45.438821,"","24","Latitude hors Canada"
,43.452535,"","35","Longitude manquante"
,49.239429,"","59","Longitude manquante"
-0.0,50.96014,"","48","Longitude hors Canada"
-72.744636,-46.559969,"","24","Latitude hors Canada"
106.670501,52.131271,"","47","Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
,,"","13","Latitude manquante; Longitude manquante"
68.45817,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
-76.145387,-45.14455,"","35","Latitude hors Canada"
-80.527225,-43.463402,"","35","Latitude hors Canada"
,45.037436,"","35","Longitude manquante"
73.606245,-45.628048,"","24","Latitude hors Canada; Longitude hors Canada"
-0.0,,"","59","Latitude manquante; Longitude hors Canada"
-0.0,,"","24","Latitude manquante; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
,49.192393,"","59","Longitude manquante"
79.260394,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,,"","24","Latitude manquante; Longitude hors Canada"
72.511796,,"","24","Latitude manquante; Longitude hors Canada"
,46.124734,"","13","Longitude manquante"
-113.618346,-53.50055,"","48","Latitude hors Canada"
,0.0,"","48","Latitude hors Canada; Longitude manquante"
,42.322395,"","35","Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
,45.532478,"","24","Longitude manquante"
